index,title,certificate,genre,runtime,rating
4216,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
4217,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
4218,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
4219,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
4220,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
4221,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
4222,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
4223,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
4224,De slag om de Schelde,18,"Drama, War",124 min,7.1
4225,Soul,U,"Animation, Adventure, Comedy",100 min,8
4226,Greyhound,A,"Action, Drama, History",91 min,7
4227,Minari,UA,Drama,115 min,7.4
4228,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
4229,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
4230,Pieces of a Woman,18,Drama,126 min,7
4231,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
4232,Run,16,"Mystery, Thriller",90 min,6.7
4233,The Way Back,R,"Drama, Sport",108 min,6.7
4234,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
4235,Nomadland,UA,Drama,107 min,7.3
4236,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
4237,Unhinged,A,"Action, Thriller",90 min,6
4238,Becky,R,"Action, Crime, Drama",93 min,5.9
4239,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
4240,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
4241,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
4242,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
4243,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
4244,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
4245,Greenland,UA,"Action, Thriller",119 min,6.4
4246,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
4247,Kol,16,"Crime, Horror, Mystery",112 min,7.1
4248,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
4249,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
4250,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
4251,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
4252,365 dni,A,"Drama, Romance",114 min,3.3
4253,The Father,UA,"Drama, Mystery",97 min,8.2
4254,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
4255,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
4256,Hamilton,12+,"Biography, Drama, History",160 min,8.3
4257,After We Collided,18,"Drama, Romance",105 min,5
4258,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
4259,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
4260,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
4261,Extraction,18,"Action, Thriller",116 min,6.7
4262,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
4263,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
4264,Druk,16,"Comedy, Drama",117 min,7.7
4265,The Old Guard,18,"Action, Thriller",125 min,6.6
4266,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
4267,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
4268,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
4269,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
4270,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
4271,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
4272,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
4273,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
4274,De slag om de Schelde,18,"Drama, War",124 min,7.1
4275,Soul,U,"Animation, Adventure, Comedy",100 min,8
4276,Greyhound,A,"Action, Drama, History",91 min,7
4277,Minari,UA,Drama,115 min,7.4
4278,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
4279,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
4280,Pieces of a Woman,18,Drama,126 min,7
4281,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
4282,Run,16,"Mystery, Thriller",90 min,6.7
4283,The Way Back,R,"Drama, Sport",108 min,6.7
4284,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
4285,Nomadland,UA,Drama,107 min,7.3
4286,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
4287,Unhinged,A,"Action, Thriller",90 min,6
4288,Becky,R,"Action, Crime, Drama",93 min,5.9
4289,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
4290,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
4291,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
4292,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
4293,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
4294,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
4295,Greenland,UA,"Action, Thriller",119 min,6.4
4296,The Night House,A,"Horror, Mystery, Thriller",107 min,6.5
4297,Kol,16,"Crime, Horror, Mystery",112 min,7.1
4298,Underwater,15+,"Action, Horror, Sci-Fi",95 min,5.9
4299,Bad Boys for Life,A,"Action, Comedy, Crime",124 min,6.5
4300,The Babysitter: Killer Queen,18,"Comedy, Horror",101 min,5.8
4301,Tenet,UA,"Action, Sci-Fi, Thriller",150 min,7.3
4302,365 dni,A,"Drama, Romance",114 min,3.3
4303,The Father,UA,"Drama, Mystery",97 min,8.2
4304,Promising Young Woman,A,"Crime, Drama, Mystery",113 min,7.5
4305,The Hunt,R,"Action, Horror, Thriller",90 min,6.5
4306,Hamilton,12+,"Biography, Drama, History",160 min,8.3
4307,After We Collided,18,"Drama, Romance",105 min,5
4308,A Quiet Place Part II,A,"Drama, Horror, Sci-Fi",97 min,7.2
4309,Sonic the Hedgehog,U,"Action, Adventure, Comedy",99 min,6.5
4310,Boss Level,None,"Action, Adventure, Comedy",100 min,6.8
4311,Extraction,18,"Action, Thriller",116 min,6.7
4312,The Devil All the Time,18,"Crime, Drama, Thriller",138 min,7.1
4313,Freaky,R,"Comedy, Horror, Thriller",102 min,6.3
4314,Druk,16,"Comedy, Drama",117 min,7.7
4315,The Old Guard,18,"Action, Thriller",125 min,6.6
4316,Let Him Go,R,"Crime, Drama, Thriller",113 min,6.7
4317,Wonder Woman 1984,UA,"Action, Adventure, Fantasy",151 min,5.4
4318,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,A,"Action, Comedy, Crime",109 min,6
4319,2 Hearts,PG-13,"Drama, Romance",101 min,6.3
4320,Enola Holmes,13,"Action, Adventure, Crime",123 min,6.6
4321,I'm Thinking of Ending Things,16,"Drama, Thriller",134 min,6.6
4322,Mulan,12+,"Action, Adventure, Drama",115 min,5.7
4323,Monster Hunter,UA,"Action, Adventure, Fantasy",103 min,5.2
4324,De slag om de Schelde,18,"Drama, War",124 min,7.1
4325,Soul,U,"Animation, Adventure, Comedy",100 min,8
4326,Greyhound,A,"Action, Drama, History",91 min,7
4327,Minari,UA,Drama,115 min,7.4
4328,The Invisible Man,A,"Drama, Horror, Mystery",124 min,7.1
4329,Eurovision Song Contest: The Story of Fire Saga,PG-13,"Comedy, Music",123 min,6.5
4330,Pieces of a Woman,18,Drama,126 min,7
4331,Bill & Ted Face the Music,U,"Adventure, Comedy, Music",91 min,5.9
4332,Run,16,"Mystery, Thriller",90 min,6.7
4333,The Way Back,R,"Drama, Sport",108 min,6.7
4334,Palm Springs,A,"Comedy, Fantasy, Mystery",90 min,7.4
4335,Nomadland,UA,Drama,107 min,7.3
4336,Kimetsu no Yaiba: Mugen Ressha-Hen,UA,"Animation, Action, Adventure",117 min,8.2
4337,Unhinged,A,"Action, Thriller",90 min,6
4338,Becky,R,"Action, Crime, Drama",93 min,5.9
4339,The King of Staten Island,A,"Comedy, Drama",136 min,7.1
4340,The Trial of the Chicago 7,18,"Drama, History, Thriller",129 min,7.7
4341,The New Mutants,A,"Action, Horror, Mystery",94 min,5.3
4342,We Can Be Heroes,7,"Action, Comedy, Drama",100 min,4.7
4343,Fantasy Island,A,"Fantasy, Horror, Mystery",109 min,4.9
4344,Emma.,UA 13+,"Comedy, Drama, Romance",124 min,6.7
